nx0,nx1,nx2,nx3,nx4,nx5,nx6,nx7,nx8,nx9,nx10,nx11,nx12,nx13,nx14,nx15,nx16,nx17,nx18,nx19,nx20,ny0,ny1,ny2,ny3,ny4,ny5,ny6,ny7,ny8,ny9,ny10,ny11,ny12,ny13,ny14,ny15,ny16,ny17,ny18,ny19,ny20,dist0,dist1,dist2,dist3,dist4,angle,label
0.0,0.0,-0.1029836586262482,-0.0991724835884861,-0.177046023277108,-0.2687864603205793,-0.1550140050482316,-0.3873455598279982,-0.0727528826544721,-0.4331423531223503,-0.0659526071835766,-0.4967470545055074,-0.0659814013903937,-0.7281976374394284,-0.0712013984380625,-0.8763439623962609,-0.0687952498102175,-0.999997804151694,0.0412562086448089,-0.4657061142601042,-0.0033728486803506,-0.5840010923613552,-0.0693533338914365,-0.4395209243461332,-0.0997988884695167,-0.319454840760113,0.1286553954795666,-0.3926799484063859,0.055424398109172,-0.4222840577316149,0.006083692369424,-0.2696557836009398,-0.0069980393186258,-0.1731171846396704,0.2034162814112581,-0.2945786093114966,0.1239402132305052,-0.3180155230675319,0.071501119954477,-0.2163923907133924,0.0619465477187659,-0.1545330109116275,0.2000182957807754,0.4564802616318202,0.1524152476916949,0.0789027956969469,0.0758188598172925,-1.6394835030382335,1
0.0,0.0,-0.0947508713559381,-0.1108977610975375,-0.1627239887376607,-0.2868559688611032,-0.1510072004947477,-0.393017565755075,-0.0788728275107166,-0.411678411872339,-0.0583102805562478,-0.526633585868744,-0.0542083636416198,-0.7461513352805678,-0.0596412369106293,-0.8825655128530034,-0.0553099030960429,-0.9999978168026746,0.0505160918779102,-0.4895983069052363,0.0078060303901334,-0.6026433216988679,-0.0616177617509403,-0.4198746982369338,-0.0795340114407726,-0.3107338047323278,0.1397073446100122,-0.4108068098326785,0.0678641996589402,-0.4379986333336483,0.0061701824891821,-0.2750868688803666,0.0024661991423776,-0.2063880237328652,0.215026877809745,-0.3060758478780956,0.145996985246762,-0.3399840040265718,0.0830132625208566,-0.2384785421850174,0.0767613592074124,-0.2018281839192278,0.1919963341950892,0.4587428873876061,0.1469179730278453,0.0945415036579434,0.0989066251708438,-1.626050052492182,1
0.0,0.0,-0.0757345477441528,-0.1134614324645575,-0.0982302894247239,-0.2614207991610694,-0.0262714899161735,-0.3585589329802238,0.0613397400779534,-0.4029659415056453,-0.0240072648802368,-0.5132115024710964,-0.0300817954814184,-0.7409587037010532,-0.0275277928375438,-0.8815395405606633,-0.016728987296516,-0.9999979868896396,0.0805032192533312,-0.4608410693055047,0.1414870668322604,-0.6187257090437536,0.1026553074891263,-0.4842133432535648,0.0613799369718082,-0.3764082737033716,0.1623371356793459,-0.3696701943767672,0.2040354735125981,-0.4385041953487058,0.125507901594545,-0.3040556646257729,0.0641439233895507,-0.2257231976313251,0.2234865704628111,-0.2553527480591958,0.2389903324364893,-0.2834207391538561,0.1645608038492441,-0.2048623296187263,0.1021381474517713,-0.1599685187101149,0.2024766262280694,0.4968122595612854,0.1894481208283245,0.1165659840614905,0.0942794628471803,-1.5875237874353756,1
0.0,0.0,-0.0779167156206458,-0.1214009037068159,-0.0964323345991976,-0.2680121259923168,-0.0243591188195817,-0.3699768091994492,0.0633582822955418,-0.421904107201748,-0.0205636135673043,-0.536280909982358,-0.0182945615143124,-0.7491339292539091,-0.0101344565611228,-0.8850751447146327,0.0033796087672316,-0.9999978437623106,0.0863404187477627,-0.4862319578171862,0.149495893672043,-0.6377471857206995,0.1158537750940046,-0.5011798121403398,0.0724691913885237,-0.384266374957583,0.171424665602807,-0.3980737269913993,0.218871822822594,-0.4736242280922131,0.1493968033784799,-0.3348231459487834,0.0868818810133676,-0.2410008316889887,0.2347193296164892,-0.2859722738310764,0.268819114258572,-0.3482170434114031,0.2030665996948236,-0.2633136267029779,0.1372748859877073,-0.1955426775602299,0.1978607986757492,0.4637724122443796,0.1813530078108537,0.1188103056135196,0.110802719728876,-1.567416723607426,1
0.0,0.0,-0.1345066933107664,-0.092747990109416,-0.2276935458726074,-0.2183557464426382,-0.2851857571180343,-0.3045124614749259,-0.2957209638529546,-0.3962907818488828,-0.0799049457629719,-0.539008071859116,-0.112655355782756,-0.7465337523541488,-0.1335897049601837,-0.8844301685148567,-0.1469566239877711,-0.999997856041302,0.0131638928293518,-0.4988595533024968,-0.1114912856670823,-0.5719902608038724,-0.2065298777257171,-0.425793763068598,-0.2425128609700895,-0.3031776960048585,0.0741358389331433,-0.411965362776886,-0.0679894004861064,-0.4463421228633221,-0.1522936412296948,-0.3119247866377587,-0.1784424251907254,-0.2124891678691721,0.1067418144222866,-0.2951992616000537,-0.0206297619588632,-0.3140432875437211,-0.0890201671405246,-0.2314991928885328,-0.1070384786672613,-0.1689499999858609,0.2306325466000311,0.4714355392388129,0.1810849205166602,0.1294226181027792,0.0932869398019101,-1.7167088553134326,1
0.0,0.0,-0.1361700940259806,-0.1085731852286648,-0.2276582428879256,-0.2359471329720521,-0.2796552024639788,-0.3233757780493506,-0.2881620281920157,-0.3905958687389567,-0.0821949257592703,-0.5507434077632423,-0.1147693243786823,-0.7489377792269792,-0.1363497681333562,-0.8846275358551126,-0.1530114393057005,-0.999997831344382,0.0161282717449445,-0.5163509398486947,-0.0935387927165737,-0.5715169661245597,-0.1866273014381524,-0.432284139508537,-0.2285072676762494,-0.3153526182143157,0.082830086655038,-0.4278190440473308,-0.0492413372161271,-0.4507603252724536,-0.1355482471108315,-0.3198948830583301,-0.1698657754111695,-0.2164262521464018,0.1203113334420995,-0.3046815273795759,0.0028733961520718,-0.3202347127189707,-0.0739981024974303,-0.2435600153849213,-0.1047364644109692,-0.1757060241035381,0.2238202331386122,0.4664808790118869,0.1795762953794689,0.1268650972372171,0.0943229464371015,-1.7226304625219089,1
0.0,0.0,-0.0843553984029768,-0.0940315266360238,-0.1351667678997105,-0.2525121670209759,-0.1063901841017671,-0.3844727216051314,-0.0333723364424994,-0.4559395992962868,-0.0697704767029824,-0.5185473224057828,-0.0656392647218977,-0.7516926677902186,-0.0556177654017568,-0.8844092319600687,-0.041381304370466,-0.9999981487650708,0.0285336102727738,-0.4839761179564862,0.0619537248880245,-0.5594873683170513,0.0373378144386591,-0.394621997193277,0.0106450430943157,-0.2953547331506701,0.117550856298316,-0.4248411949185895,0.1338705780722051,-0.47239007657759,0.0919033566178833,-0.3225647887302519,0.0598166171516557,-0.2498222448608561,0.1954248641949646,-0.3472236222955532,0.2099948896979119,-0.3951006616583931,0.1609292441529074,-0.2945098429225941,0.122496724744581,-0.24316474820277,0.2469482931509993,0.540641263038869,0.1596482964830519,0.1387633690367818,0.1470783568977673,-1.612154111261454,1
0.0,0.0,-0.0902812195748825,-0.0933872145908818,-0.1481817013194769,-0.2448694334256524,-0.1337706214420799,-0.3657246319108564,-0.0640605469992269,-0.4319756228516201,-0.0782755410506993,-0.5078014310725156,-0.0992379645050751,-0.7458344371435208,-0.1041095136177118,-0.8837322967228951,-0.1017357137956692,-0.999998126552246,0.0216783153849015,-0.4710229437647836,0.0401020080577298,-0.5523655083319107,0.0123883585500623,-0.3868501996657311,-0.0127205654590179,-0.2815283262461605,0.1116059998089426,-0.4089044951052388,0.116034122489491,-0.4632343388260476,0.0721282057414855,-0.3160750531228386,0.042636272191762,-0.2393590420521302,0.1902820874755826,-0.3284908815551205,0.196326578225755,-0.3954618960753616,0.1501106230489887,-0.2961312486343425,0.1193474816163914,-0.2394872348358213,0.2330995208385416,0.5365294494493357,0.1504261658160016,0.1297750209473455,0.142826478672971,-1.6721833994668176,1
0.0,0.0,-0.0900602191233444,-0.0916477164646222,-0.1485093084532171,-0.2429052239656918,-0.137382144493571,-0.3701815330161255,-0.0683538180470409,-0.4446513091498271,-0.0863266193645627,-0.5091491726822425,-0.1028870018732599,-0.7440475014255028,-0.1075819763181867,-0.8816572257649437,-0.1043953023180278,-0.999998133843484,0.0147149390957809,-0.4744385744600496,0.0373121940262249,-0.5574895345474761,0.0107282874555946,-0.3898715277161199,-0.0129402389780617,-0.2863199170554346,0.1060191723912701,-0.4134908897842462,0.1171802619877639,-0.4706896247409894,0.0744909101369837,-0.3191632704718516,0.0462551031308631,-0.2439364520942643,0.1858030380344692,-0.3329398598219052,0.1973775754741194,-0.4023172310173794,0.1526787136059958,-0.2993478065313191,0.1232171344095107,-0.2428552809789882,0.2410700591021914,0.5387718331730483,0.1535842158664882,0.1330451959743214,0.1459285144848631,-1.6748150360630858,1
0.0,0.0,-0.0851109419216607,-0.0867575735232225,-0.1487536905200356,-0.2381750727919835,-0.1468250385299022,-0.371594181391042,-0.0764250902759956,-0.4562664864210587,-0.0889596126247263,-0.5018871581789484,-0.1084158096279752,-0.7429795038836404,-0.1159712553754922,-0.8807361701780411,-0.113691848828301,-0.9999981430467128,0.009112977501041,-0.4655467059971122,0.0284808494375395,-0.5503819364635407,0.0008990783423732,-0.3826813016120842,-0.0203466420684209,-0.2898320655591073,0.0994535824288315,-0.4032337034537997,0.1132586354056679,-0.4739461099325641,0.0687424697143229,-0.3190549341037833,0.0405005849623901,-0.2509024049982071,0.178712490604591,-0.3206390297871571,0.1944381157095647,-0.3885239272994971,0.1481246787978016,-0.28405917018755,0.1178425735503665,-0.2329000297390271,0.2491300416166387,0.5419847281144293,0.1564634781570408,0.1368640677209747,0.1405613668585435,-1.6840022943046489,1
